3500,巨峰路997弄,/fang1/1846232848x.htm,租金：3500元/月(押一付三)
2700,高宝路229弄高宝路379弄,/fang1/1846232293x.htm,租金：2700元/月(押一付三)
3000,新川路625弄1～29号,/fang1/1738859094x.htm,租金：3000元/月(押一付三)
3500,创新西路75弄,/fang1/2024675051x.htm,租金：3500元/月(押一付三)
3400,俱进路285弄,/fang1/1745123844x.htm,租金：3400元/月(押一付三)
3300,德州路223弄上南路1500弄,/fang1/1755427476x.htm,租金：3300元/月(押一付三)
3500,昌里路340弄,/fang1/1883680333x.htm,租金：3500元/月(押一付三)
3500,杨高南路3288弄,/fang1/1872041884x.htm,租金：3500元/月(押一付三)
3000,成山路648弄,/fang1/1740577986x.htm,租金：3000元/月(押一付三)
3300,福山路40弄栖霞路300弄,/fang1/1754690241x.htm,租金：3300元/月(押一付三)
3400,和龙路371弄,/fang1/1754216586x.htm,租金：3400元/月(押一付三)
2800,永泰路630弄,/fang1/1754540130x.htm,租金：2800元/月(押一付一)
3500,德州路223弄上南路1500弄,/fang1/2012805266x.htm,租金：3500元/月(押一付三)
3100,蓝村路470弄,/fang1/2015764910x.htm,租金：3100元/月(押一付三)
3500,芳华路933弄,/fang1/2019085904x.htm,租金：3500元/月(押一付三)
2900,天钥桥路1号,/fang1/1752817182x.htm,租金：2900元/月(押一付三)
2700,沪南路,/fang1/2014767659x.htm,租金：2700元/月(押一付三)
3200,浦东新区三彩路166弄(近芦恒路),/fang1/2021547692x.htm,租金：3200元/月(押一付三)
3400,齐河路438弄,/fang1/1741204533x.htm,租金：3400元/月(押一付三)
3500,三舒路288弄,/fang1/1878616288x.htm,租金：3500元/月(押一付三)
2700,海松路359弄海松路398弄海松路4...,/fang1/1752445494x.htm,租金：2700元/月(押一付三)
2600,张江玉兰香苑四期.张东路2281弄,/fang1/2021051660x.htm,租金：2600元/月(押一付二)
2400,航圆路988弄,/fang1/1883179906x.htm,租金：2400元/月(押二付一)
3000,林展路411弄、林展路422弄1-1...,/fang1/1878615424x.htm,租金：3000元/月(押一付三)
3100,灵岩南路1180弄1～33号边门,/fang1/1879896913x.htm,租金：3100元/月(押一付三)
2900,浦东长岛路1201弄、1203弄、1...,/fang1/1883438509x.htm,租金：2900元/月(押一付三)
3400,莲中路337弄,/fang1/1875183091x.htm,租金：3400元/月(押一付一)
3100,永泰路468弄,/fang1/1886003785x.htm,租金：3100元/月(押一付三)
2500,金工路133弄,/fang1/1756268187x.htm,租金：2500元/月(押一付三)
2000,"",/fang1/1887688357x.htm,租金：2000元/月
2200,中科路2500弄,/fang1/2024862302x.htm,租金：2200元/月(押一付三)
2700,五莲路201弄、莱阳路451弄、浦东...,/fang1/1751980371x.htm,租金：2700元/月
3500,凌兆新村,/fang1/1751835159x.htm,租金：3500元/月(押一付三)
3200,丰舍位于浦东曹路镇民雨路336弄,/fang1/1751430561x.htm,租金：3200元/月(押一付三)
3500,耀华路331弄耀华路421弄耀华路5...,/fang1/1743552465x.htm,租金：3500元/月(押一付三)
2000,"",/fang1/2024857472x.htm,租金：2000元/月
3500,崮山路,/fang1/1745454975x.htm,租金：3500元/月(押一付三)
2900,西营南路11弄、西营南路6弄,/fang1/1742141355x.htm,租金：2900元/月(押一付三)
3500,浦东新区西营路33弄6支弄(近耀华路...,/fang1/1740577989x.htm,租金：3500元/月(押一付三)
3100,高宝路229弄,/fang1/1756296774x.htm,租金：3100元/月(押一付三)
3000,福山路100弄、福山路102弄、张杨...,/fang1/1513582545x.htm,租金：3000元/月(押一付三)
2000,海松路52弄1～52号,/fang1/1756179612x.htm,租金：2000元/月(押一付三)
3200,永泰路630弄,/fang1/2023185866x.htm,租金：3200元/月(押一付三)
3300,上浦路201弄,/fang1/1857503404x.htm,租金：3300元/月(押一付三)
3100,永泰路630弄,/fang1/1857503674x.htm,租金：3100元/月(押一付三)
3000,乳山路161弄,/fang1/1878639142x.htm,租金：3000元/月(押一付三)
3500,金杨路757弄金杨路785弄金杨路6...,/fang1/1878970678x.htm,租金：3500元/月(押一付三)
2080,南码头路1621弄,/fang1/2009782958x.htm,租金：2080元/月(押一付三)
3500,"",/fang1/2024775104x.htm,租金：3500元/月
3200,创新西路180弄,/fang1/2018632325x.htm,租金：3200元/月(押一付三)
2500,川沙镇川周路8828弄1-49号,/fang1/2007495731x.htm,租金：2500元/月(押一付三)
3000,和炯路601弄,/fang1/1967479985x.htm,租金：3000元/月(押一付三)
3200,浦东新区西营路33弄6支弄(近耀华路...,/fang1/1879852723x.htm,租金：3200元/月(押一付三)
3500,凌兆新村,/fang1/1853586967x.htm,租金：3500元/月(押一付三)
